name,category_list,funding_total_usd,status,country_code,funding_rounds,dias_hasta_inversion
EnChroma,Hardware + Software|Medical Devices,2043272.0,operating,USA,4,-2738.0
Enclara Health,Biotechnology,4066083.0,operating,,2,
Enclarity,Health and Wellness|Health Care|Information Technology,15500000.0,acquired,USA,2,708.0
Encoded Genomics,Bio-Pharm|Biotechnology|Pharmaceuticals,120000.0,operating,USA,1,
Encore Vision Inc.,Biotechnology,7500000.0,operating,USA,2,
Encycle Therapeutics,Biotechnology,4630156.28620331,operating,CAN,2,1045.0
Encysive Pharmaceuticals,Biotechnology,88950000.0,acquired,USA,2,6500.0
EndGenitor Technologies,Biotechnology,2450000.0,operating,USA,1,1665.0
Endo Tools Therapeutics,Health Care,3216500.0,operating,BEL,1,1806.0
EndoBiologics International,Biotechnology,1350000.0,operating,USA,2,4863.0
EndoChoice,Biotechnology|Health Care|Health Diagnostics,115489918.0,operating,USA,6,139.0
Endoclear,Biotechnology,5632786.0,operating,USA,4,
Endocrine Technology,Medical,0.0,operating,USA,1,4403.0
Endocyte,Biotechnology|Health Care,94100000.0,ipo,USA,5,3969.0
EndoEvolution,Health Care,8300000.0,operating,USA,2,1021.0
EndoGastric Solutions,Health Care,247545839.0,operating,USA,17,519.0
ENDOGENX,Health Care|Medical|Pharmaceuticals,1361300.0,operating,USA,1,
EndoInSight,Health and Wellness|Health Care|Medical|Medical Devices,150000.0,operating,,1,164.0
Endologix,Biotechnology,15000000.0,ipo,USA,1,
Endoluminal Sciences,Biotechnology,2500000.0,operating,AUS,1,2394.0
Endomagnetics,Health Care|Health Care Information Technology|Innovation Management,3133502.0,operating,GBR,1,2880.0
Endomedix,Health Care|Medical|Medical Devices,300000.0,operating,USA,1,2536.0
Endonovo Therapeutics,Biotechnology,483000.0,operating,USA,1,1321.0
Endosee,Bioinformatics|Biotechnology,3572737.0,acquired,USA,3,303.0
Endosense,Biotechnology|Health Care,80600000.0,acquired,CHE,3,2491.0
EndoSpan,Biotechnology,10000000.0,operating,ISR,1,2489.0
EndoStim,Biotechnology,44972579.0,operating,USA,8,193.0
Endotis,Bio-Pharm|Biotechnology|Pharmaceuticals,36395929.479247,operating,,1,
ENDOTRONIX,Biotechnology,7535473.0,operating,USA,6,1376.0
ENDOVALVE,Health Care|Medical Devices|Services,8000000.0,operating,USA,1,
EndoVantage,Health Care,450000.0,operating,USA,1,931.0
Endovention,Biotechnology,1500000.0,operating,USA,1,894.0
EnduraCare AcuteCare,Biotechnology,7646823.0,operating,USA,2,10487.0
Endurance Biotech,Biotechnology,5081110.0,operating,USA,1,
Endymed,Biotechnology|Medical Devices,7000000.0,ipo,ISR,1,3867.0
EnerGenetics Energies,Biotechnology,0.0,operating,USA,1,
Energesis Pharmaceuticals,Bio-Pharm|Biotechnology|Life Sciences,50000.0,operating,USA,1,
Enerplant,Biotechnology,0.0,operating,USA,1,367.0
eNeura Therapeutics,Biotechnology,28477235.0,operating,USA,6,4980.0
enEvolv,Biotechnology,1794845.0,operating,USA,1,1167.0
EngagePoint,Enterprise Software|Information Technology|Medical,20000000.0,operating,USA,1,2954.0
enGene,Biotechnology,31150000.0,operating,CAN,3,3363.0
EnGeneIC,Biotechnology,20927691.0,operating,AUS,4,4225.0
Enhance Biotech,Biotechnology,2000000.0,operating,USA,1,
Enhanced Surface Dynamics,Health Care|Manufacturing|Medical Devices,4985250.0,operating,USA,2,
enhancedcareMD,Doctors|Healthcare Services|Medical Professionals,505000.0,operating,USA,1,
Enject,Biotechnology,1000000.0,operating,USA,1,
Enlivex Therapeutics,Health Care Information Technology|Medical Devices|Therapeutics,7000000.0,operating,ISR,1,3151.0
Enobia Pharma,Biotechnology|Health Care|Medical|Pharmaceuticals,158261598.746082,acquired,CAN,5,2939.0
Ensemble Discovery,Biotechnology,30000000.0,operating,USA,2,
EnSolve Biosystems,Biotechnology,300000.0,operating,USA,1,5448.0
ENT Biotech Solutions,Biotechnology|Health Care|Medical Devices|Venture Capital,1440000.0,operating,USA,2,
Entegrion,Biotechnology,2583702.0,operating,USA,4,2847.0
Entellus Medical,Health Care,92000000.0,operating,USA,5,0.0
Entelos,Biotechnology,0.0,ipo,USA,2,2070.0
ENTEROME Bioscience,Health Care|Health Diagnostics,20494987.0,operating,FRA,2,82.0
EnteroMedics,Biotechnology,31896351.0,ipo,USA,3,912.0
Entia Biosciences,Biotechnology,1705000.0,operating,USA,2,2509.0
Entomed,Health Services Industry|Manufacturing|Medical Devices,17915742.0,operating,SWE,1,
EntomoPharm,Biotechnology,2459654.0,operating,,4,
Entopsis,Biotechnology,1375000.0,operating,USA,2,1508.0
Entourage Medical Technologies,Biotechnology,4751000.0,operating,USA,2,
EntreMed,Biotechnology,10000000.0,operating,USA,1,
ENTrigue Surgical,Biotechnology,24350007.0,acquired,USA,4,
ENTvantageDX,Medical Devices,1024999.0,operating,USA,1,841.0
Enumeral Biomedical,Biotechnology,29941703.0,ipo,USA,6,872.0
EnviroGene,Biotechnology,2941893.0,operating,GBR,1,
Envisia Therapeutics,Biotechnology,29600000.0,operating,USA,2,315.0
Envision Pharmaceutical,Delivery|Medical|Pharmaceuticals,140992280.0,acquired,USA,1,4692.0
Envoy Medical,Health Care,19378591.0,operating,USA,3,5246.0
Envoy Therapeutics,Biotechnology,1200000.0,operating,USA,1,
EnzymeRx,Biotechnology,14000000.0,operating,USA,1,
Enzymotec,Biotechnology,11000000.0,ipo,ISR,1,4050.0
EnzySurge,Biotechnology,4100000.0,operating,ISR,1,3297.0
EO2 Concepts,Biotechnology,8298202.0,operating,USA,5,821.0
EOS Imaging,Medical Devices,18000000.0,operating,FRA,1,
Eoscene,Enterprise Software|Health Care|SaaS,293925.0,operating,USA,1,3491.0
EpiBiome,Biotechnology,120000.0,operating,USA,1,372.0
EpiBone,Biotechnology|Health Services Industry|Hospitals|Medical,0.0,operating,USA,1,527.0
EPIC Research & Diagnostics,Biotechnology|Health Diagnostics,3319997.0,operating,USA,2,1320.0
Epic Sciences,Biotechnology|Health Diagnostics,58000000.0,operating,USA,3,1778.0
Epicrisis,Health Care|Hospitals|Virtualization,92420.0,operating,ARG,2,334.0
EPINEX DIAGNOSTICS,Biotechnology|Health Diagnostics,2494353.0,operating,USA,5,4124.0
EPIOMED THERAPEUTICS,Biotechnology,2249999.0,operating,USA,1,1216.0
Epion Health,Cloud Data Services|Medical|Mobile Commerce,6813355.0,operating,USA,2,822.0
Epiphany,Biotechnology,36000000.0,operating,USA,1,
Epirus Biopharmaceuticals,Biotechnology,49083000.0,operating,USA,3,
Episona,Biotechnology,25000.0,operating,USA,1,0.0
Epistates,Health and Wellness|Health Care|Medical,25000.0,operating,,1,
Epivios,Biotechnology,0.0,operating,DEU,1,
Epizyme,Biotechnology|Health and Wellness,61500000.0,ipo,USA,5,1010.0
Epocrates,Health and Wellness|Health Care|Mobile|Software,35000000.0,acquired,USA,3,959.0
Epsilon Imaging,Analytics|Medical|Services,0.0,operating,USA,1,
Eqalix,Health Care,75000.0,operating,USA,2,227.0
eQOL,Health Care|Hospitals,435475.0,operating,CAN,1,
Equanimity,Health and Wellness|Medical,0.0,operating,USA,1,-109.0
Equilume,Health Care|Medical Devices|Pharmaceuticals,685166.0,operating,IRL,1,1425.0
Equipe Zorgbedrijven,Health Care,12500000.0,operating,NLD,1,
"EquipNet, Inc.",Biotechnology|Business Services|Industrial|Pharmaceuticals,3600000.0,operating,USA,1,
ERA Biotech,Biotechnology,13326421.678749,operating,ESP,3,1794.0
EraGen Biosciences,Biotechnology,12000000.0,acquired,USA,1,4391.0
ERC Eye Care,Biotechnology,0.0,operating,IND,1,1082.0
Erydel,Biotechnology,3152000.0,operating,,1,669.0
ERYtech Pharma,Biotechnology,85919109.0,ipo,FRA,6,
Esanex,Biotechnology,15500000.0,operating,USA,1,
ESBATech,Biotechnology,63000000.0,acquired,GBR,2,3135.0
eSNF,Biotechnology,2250000.0,operating,USA,1,
eSolutions,Health Care,0.0,operating,USA,1,
ESP Pharma,Bio-Pharm|Health and Wellness|Health Care|Pharmaceuticals,20000000.0,acquired,USA,1,
Esperance Pharmaceuticals,Biotechnology,20200245.0,operating,USA,3,
Esperion Therapeutics,Biotechnology|Health and Wellness|Health Care|Medical|Pharmaceuticals,245650000.0,ipo,USA,3,121.0
Essent Healthcare,Health and Wellness|Health Care|Hospitals,80000000.0,operating,USA,1,1831.0
Essentia Biosystems,Health Care|Pharmaceuticals|Therapeutics,13000000.0,operating,,1,
Essential Medical,Health Care Information Technology|Medical|Medical Devices,325000.0,operating,USA,2,10676.0
Essential Testing,Biotechnology,2000000.0,operating,USA,1,167.0
Essia Health,Biotechnology,9050000.0,operating,USA,3,543.0
EST corporation,Electronics|Health Care Information Technology|Information Technology,4155039.0,operating,JPN,1,2794.0
Establishment Labs,Manufacturing|Medical Devices|Women,20000000.0,operating,USA,1,
Estech,Health Care,39122000.0,acquired,USA,4,4734.0
Estrogen Gene Test,Medical,0.0,operating,USA,1,455.0
eTect,Health Care|Intelligent Systems|Medical|Real Time,0.0,operating,USA,2,1681.0
EternoGen,Biotechnology|Healthcare Services|Medical,9485427.0,operating,USA,5,1095.0
eTherapeutics,Biotechnology,66796294.0,operating,,2,
eTobb,Doctors|Health and Wellness|Health Care|Health Care Information Technology|Medical|Social Network Media,326500.0,operating,LBN,3,3.0
ETrials Worldwide,Biotechnology|Information Technology|Pharmaceuticals|Services,5000000.0,acquired,USA,1,1839.0
Etubics,Bio-Pharm|Biotechnology|Health and Wellness|Health Care,4400000.0,operating,USA,1,4137.0
Eubios Therapeutica Private Limited,Biotechnology|Health Care|Medical|Pharmaceuticals,600000.0,operating,,3,
Euclises Pharmaceuticals,Biotechnology,4026248.0,operating,USA,4,213.0
Eupraxia Pharmaceuticals,Biotechnology|Pharmaceuticals,0.0,operating,CAN,1,355.0
Eureka Genomics,Biotechnology,3700000.0,operating,USA,1,
Eureka Therapeutics,Biotechnology,21000000.0,operating,USA,1,3187.0
EUSA Pharma,Biotechnology,54200000.0,acquired,GBR,4,-166.0
Euthymics Bioscience,Biotechnology,38500543.0,ipo,USA,3,567.0
"ev3, Inc",Biotechnology,34650000.0,ipo,USA,1,3447.0
Evalve,Health Care,95000000.0,acquired,USA,2,1971.0
Evariant,Business Services|Health Care|Hospitals|Medical,70035167.0,operating,USA,5,1118.0
Eve Biomedical,Biotechnology,7669424.0,operating,USA,2,
Evelo Therapeutics,Biotechnology,35000000.0,operating,USA,1,
Event Cardio Group,Medical Devices,110000.0,operating,USA,1,
Eventus Diagnostics,Biotechnology|Health Diagnostics,2720000.0,operating,USA,1,1565.0
Evera Medical,Health Care,319943.0,operating,USA,1,1950.0
Everist Health,Biotechnology|Health Diagnostics,12541765.0,operating,USA,2,
"eVeritas, Inc.",Health Care,150000.0,operating,USA,1,1420.0
Evermind,Hardware + Software|Health Care,8815114.0,operating,USA,4,-117.0
Everseat,Health Care|Internet|Mobile|SaaS,3080000.0,operating,USA,2,27.0
Evestra,Biotechnology,1800000.0,operating,USA,1,1078.0
Evgen,Biotechnology,712671.0,operating,GBR,2,
EVIAGENICS,Biotechnology,1764230.0,operating,FRA,1,
Evidence Prime,Health Care Information Technology|Knowledge Management,400000.0,operating,CAN,1,0.0
Evident Health,Biotechnology,100000.0,operating,USA,1,270.0
Evinance Innovation,Health and Wellness|Health Care|Personal Health,19615.0,operating,CAN,1,422.0
eVisit,Health Care|Health Care Information Technology|Mobile Health|SaaS,1075000.0,operating,USA,2,736.0
evocatal,Biotechnology,7018900.0,operating,DEU,4,396.0
Evodental,Biotechnology,613106.0,operating,GBR,1,
Evoke Pharma,Biotechnology|Health Care,13790001.0,ipo,USA,3,172.0
Evolutionary Genomics,Biotechnology,0.0,operating,USA,1,2902.0
Evolva,Biotechnology,27500000.0,operating,CHE,1,2171.0
Evolve Biosystems,Biotechnology,9000000.0,operating,USA,1,
EvolveMol,Biotechnology,40000.0,operating,USA,1,
Evotec,Biotechnology,40759840.0,operating,DEU,3,4017.0
Evozym Biologics,Biotechnology,600000.0,operating,USA,1,1072.0
EVS Glaucoma Therapeutics,Biotechnology,0.0,operating,USA,1,
eWellness Corporation,Medical,385500.0,operating,USA,2,320.0
Exact Sciences,Biotechnology|Health Diagnostics,8200000.0,ipo,USA,1,5279.0
Exagen Diagnostics,Biotechnology|Health Diagnostics,138845088.0,operating,USA,18,743.0
Excaliard Pharmaceuticals,Biotechnology,15500000.0,operating,USA,1,
Excel PharmaStudies,Biotechnology|Hospitality,1000000.0,acquired,CHN,1,2891.0
ExceleraRx,Biotechnology,300000.0,operating,USA,1,276.0
Excelimmune,Biotechnology,34000000.0,operating,USA,5,
Excellerx,Medical,37000000.0,operating,,1,
Exco InTouch,Biotechnology,9691322.0,operating,GBR,3,2828.0
Exerscrip,Biotechnology,50000.0,operating,USA,1,1182.0
Exiii Inc.,Health Care|Robotics,30293.0,operating,JPN,1,325.0
Eximias Pharmaceutical Corporation,Healthcare Services|Medical|Pharmaceuticals,0.0,acquired,,1,
Eximo Medical,Health Care,1600000.0,operating,ISR,1,1305.0
Exiqon,Biotechnology|Life Sciences|Medical,20000000.0,operating,DNK,1,
Exmovere,Biotechnology,1339831.0,operating,USA,3,1514.0
Exodos Life Science Partners,Biotechnology,2448799.0,operating,USA,3,579.0
Exogenesis,Biotechnology,7753929.0,operating,USA,2,
Exogenus Therapeutics,Biotechnology|Medical|Therapeutics,113106.0,operating,PRT,1,105.0
Exos,Biotechnology,1125000.0,acquired,USA,2,541.0
Exosect,Biotechnology,22162918.0,operating,GBR,8,2607.0
Exosome Diagnostics,Biotechnology|Health Diagnostics,66083973.0,operating,USA,4,861.0
Exostat Medical,Health Care,2430200.0,operating,USA,2,1227.0
Exovite,3D Printing|Biotechnology|mHealth,0.0,operating,ESP,1,174.0
ExoYou,Medical,0.0,operating,USA,1,1.0
Expedite HealthCare,Health Care,349992.0,operating,USA,1,
Expert Medical Navigation,Health and Wellness|Health Care,0.0,operating,USA,1,61.0
Explain My Surgery,Biotechnology,972000.0,operating,USA,1,
ExploraMed,Health Care,55499998.0,operating,USA,4,4867.0
Explorys,Analytics|Enterprise Software|Health Care,14050000.0,acquired,USA,2,578.0
Express Med Pharmacy Services,Medical,0.0,operating,USA,1,5731.0
Express Medical Transporters,Hospitality|Medical|Mobile Emergency&Health|Services|Transportation,0.0,operating,USA,1,
exsulin,Biotechnology,6562656.0,operating,USA,5,
Extem,Biotechnology,50000.0,operating,USA,2,370.0
Extend Labs,Biotechnology,3125000.0,operating,USA,2,228.0
Extended Care Information Network,Enterprises|Health Care,16000000.0,acquired,USA,3,1856.0
Externautics,Biotechnology,3890000.0,operating,ITA,1,521.0
ExThera Medical,Medical|Medical Devices,3750000.0,operating,USA,1,
ExtraOrtho,Biotechnology,3620185.0,operating,USA,1,1449.0
ExVivo Labs,Diagnostics|Medical|Medical Devices,30000.0,operating,,1,
Eye-Pharma,Biotechnology,145500.0,operating,USA,1,400.0
Eye Surgery Center of the Carolinas,Health Care|Medical Devices|Technology,280000.0,operating,USA,1,
EyeCyte,Biotechnology,3000000.0,operating,USA,1,
EyeFormatics,Health Care,275000.0,operating,USA,1,2633.0
EyeGate Pharmaceuticals,Biotechnology,58443814.0,ipo,USA,9,3227.0
EyeIC,Health Care,797439.0,operating,USA,3,
EyeNetra,Biotechnology|Health Diagnostics,7000000.0,operating,USA,3,573.0
iScribes,Health Care|Hospitals,400000.0,operating,USA,2,262.0
EyeTechCare,Health Care,13053000.0,operating,,1,2627.0
Eyetel Imaging,Medical,10670000.0,acquired,USA,1,3003.0
EyeYon,Health Care|Life Sciences|Pharmaceuticals,6600000.0,operating,ISR,3,-134.0
Eykona Technologies,Biotechnology,1870089.0,operating,GBR,1,
EZDOCTOR,Consumer Internet|Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Medical|Software,2500000.0,operating,USA,1,-83.0
eZono,Health Care,10000000.0,operating,DEU,1,3290.0
Ezra Innovations,Biotechnology,6280600.0,operating,USA,2,1574.0
F-star Biotechnology Limited,Biotechnology|Pharmaceuticals,57247405.7105523,operating,GBR,6,372.0
F2G,Biotechnology,41741755.9205785,operating,GBR,2,3882.0
FAAH Pharma,Life Sciences|Medical|Pharmaceuticals,0.0,operating,,1,
Fab'entech,Health Care|Medical|Public Safety,4128628.0,operating,FRA,1,1961.0
FABPulous,Health Care,2048418.0,operating,NLD,2,
Fabrus,Biotechnology,2000000.0,operating,USA,1,
Fabulyzer,Health and Wellness|Health Care|Health Care Information Technology|Internet of Things,80952.0,operating,ESP,2,56.0
Facet Solutions,Health Care,26321710.0,operating,USA,5,
Factor 14,Health Care,0.0,operating,USA,1,4.0
Fairway Medical Technologies,Medical Devices,185000.0,operating,USA,1,
Faraday Pharmaceuticals,Biotechnology,0.0,operating,USA,1,203.0
Farallon Biosciences,Biotechnology,4000000.0,operating,USA,1,
Farmacias Inteligentes 24,Medical,50000.0,operating,MEX,1,239.0
Farman,Biotechnology,514640.0,operating,ITA,1,2148.0
Fast PCR Diagnostics,Diagnostics|Healthcare Services|Medical Devices,25000.0,operating,,1,
FastHealth,Biotechnology,48000.0,operating,USA,1,32339.0
Fate Therapeutics,Biotechnology,86188360.0,ipo,USA,6,332.0
FBC Device,Medical Devices,0.0,operating,DNK,1,3438.0
Fe3 Medical,Biotechnology,8209458.0,operating,USA,3,1001.0
Fedora Pharmaceuticals,Biotechnology,200100.0,operating,CAN,1,499.0
FEops,Computers|Medical Devices|Simulation,1505457.0,operating,BEL,1,
Fermentalg,Biotechnology,25501830.0,operating,FRA,3,1520.0
FerroKin Biosciences,Biotechnology,30000000.0,operating,USA,3,
FERTILE EARTH SYSTEMS,Biotechnology|Clean Technology|Manufacturing,1895337.0,operating,USA,1,
FertilityAuthority,Health and Wellness|Health Care|Social Network Media,1700000.0,operating,USA,2,114.0
Fiberstar,Biotechnology,11210000.0,operating,USA,3,5677.0
Fibroblast,Doctors|Enterprise Software|Health Care|Health Care Information Technology|Medical|Online Scheduling|Startups,875000.0,operating,USA,2,882.0
Fibrocell Science,Biotechnology,86835593.0,operating,USA,6,
FibroGen,Biotechnology,126023000.0,operating,USA,3,4430.0
FIGS,Health Care|Retail|Technology,2000000.0,operating,,1,151.0
Figure 1,Health Care|Health Care Information Technology|Mobile Health|Photography,13150006.0,operating,TUR,4,
Figure 8 Surgical,Health and Wellness|Health Care|Medical Devices,3159998.0,operating,USA,3,552.0
Patient IO,Big Data|Enterprise Software|Health Care|Mobile Health,4471751.0,operating,USA,5,157.0
Finatus,Health Care,2400000.0,operating,USA,1,956.0
Fio,Biotechnology,455781.0,operating,CAN,3,631.0
Firalis,Biotechnology,1922561.0,operating,FRA,1,
FIRE1,Biotechnology,0.0,operating,IRL,1,
Firefly BioWorks,Biotechnology,3395000.0,acquired,USA,4,658.0
FIRM OF JOHN DICKINSON SCHNEIDER,Distributors|Manufacturing|Medical Devices,2621250.0,operating,USA,1,
First Aid Shot Therapy,Biotechnology,24000000.0,operating,USA,3,1203.0
First China Pharma Group,Biotechnology,3829000.0,operating,,1,3388.0
First Choice Emergency Room,Health Care,0.0,operating,USA,1,
First Rate Medical Transportation,Medical,0.0,operating,USA,1,-2.0
First Sense Medical,Medical,3000000.0,operating,USA,2,1513.0
Cyrcadia Health,Biotechnology|Predictive Analytics|SaaS,5585000.0,operating,USA,5,1680.0
First Wave,Biotechnology,130000.0,operating,USA,1,1897.0
First Wearable,Medical|Wearables,0.0,operating,USA,1,237.0
FirstString Research,Biotechnology,3237500.0,operating,USA,1,
Fischer Medical Technologies,Health Care,3767162.0,operating,USA,2,
FIT Biotech,Health Care,6013920.0,operating,FIN,1,
"Fit Body Club, Co.",Fitness|Health and Wellness|Health Care|Nutrition,0.0,operating,USA,1,256.0
Fit Fugitives,Medical,0.0,operating,USA,1,124.0
Fit4D,Health Care,2803022.0,operating,USA,1,
FitBionic,Biotechnology,2200000.0,operating,USA,1,2776.0
Fitly,Health and Wellness|Health Care|Technology,585000.0,operating,USA,4,542.0
Fitmo,Active Lifestyle|Health and Wellness|Health Care|Marketplaces|Nutrition|Personal Health|Sports|Training,1500000.0,operating,,1,20.0
FitnessCubed,Fitness|Health and Insurance|Health and Wellness|Health Care,643000.0,operating,USA,2,634.0
